func_name,condition,assert_text,taxonomy_suggested,taxonomy_human,attribution_suggested,attribution_human,llm_verify,notes
aws_array_list_clean_up,D_claude,aws_is_zeroed(list),validity_predicate,,never_generated,,SUCCESS,
aws_array_list_erase,D_claude,list.length == old.length - 1,frame_condition,,never_generated,,SUCCESS,
aws_array_list_erase,D_claude,list.item_size == old.item_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_erase,D_claude,list.alloc == old.alloc,frame_condition,,never_generated,,SUCCESS,
aws_array_list_erase,D_claude,list.current_size == old.current_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_erase,D_claude,index < old.length,frame_condition,,never_generated,,SUCCESS,
aws_array_list_get_at_ptr,D_claude,list.data,validity_predicate,,never_generated,,SUCCESS,
aws_array_list_init_dynamic,D_claude,list.alloc == allocator,frame_condition,,never_generated,,SUCCESS,
aws_array_list_init_dynamic,D_claude,list.current_size == item_size * initial_item_allocation,length_invariant,,never_generated,,SUCCESS,
aws_array_list_init_dynamic,D_claude,aws_is_zeroed(list),validity_predicate,,never_generated,,SUCCESS,
aws_array_list_init_static,D_claude,aws_array_list_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_array_list_init_static,D_claude,list.alloc == null,validity_predicate,,never_generated,,SUCCESS,
aws_array_list_init_static,D_claude,list.item_size == item_size,length_invariant,,never_generated,,SUCCESS,
aws_array_list_init_static,D_claude,list.length == 0,length_invariant,,never_generated,,SUCCESS,
aws_array_list_init_static,D_claude,list.current_size == initial_item_allocation * item_size,length_invariant,,never_generated,,SUCCESS,
aws_array_list_pop_front,D_claude,list.length == old.length - 1,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front,D_claude,list.data,validity_predicate,,never_generated,,SUCCESS,
aws_array_list_pop_front,D_claude,list.alloc == old.alloc,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front,D_claude,list.current_size == old.current_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front,D_claude,list.item_size == old.item_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front_n,D_claude,list.alloc == old.alloc,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front_n,D_claude,list.current_size == old.current_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front_n,D_claude,list.item_size == old.item_size,frame_condition,,never_generated,,SUCCESS,
aws_array_list_pop_front_n,D_claude,list.length == old.length - n,frame_condition,,never_generated,,SUCCESS,
aws_array_list_push_front,D_claude,list.length == old.length + 1,frame_condition,,never_generated,,UNKNOWN,
aws_array_list_push_front,D_claude,aws_array_list_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_array_list_swap,D_claude,!list.length,length_invariant,,never_generated,,UNKNOWN,
aws_array_list_swap,D_claude,!list.length,length_invariant,,never_generated,,UNKNOWN,
aws_array_list_swap,D_claude,a < list.length check failed,length_invariant,,never_generated,,UNKNOWN,
aws_array_list_swap,D_claude,b < list.length check failed,length_invariant,,never_generated,,UNKNOWN,
aws_array_list_swap,D_claude,aws_array_list_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_byte_buf_advance,D_claude,buf.len == old.len + len,length_invariant,,never_generated,,FAIL,
aws_byte_buf_advance,D_claude,buf.capacity == old.capacity,frame_condition,,never_generated,,FAIL,
aws_byte_buf_advance,D_claude,buf.allocator == old.allocator,frame_condition,,never_generated,,FAIL,
aws_byte_buf_cat,D_claude,(old_dest.capacity - old_dest.len) >= (buffer1.len + buffer2.len + buffer3.len),length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_cat,D_claude,(old_dest.capacity - old_dest.len) < (buffer1.len + buffer2.len + buffer3.len),length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_eq_c_str,D_claude,buf.len == str_len,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_from_c_str,D_claude,buf.allocator == null,frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_from_c_str,D_claude,buf.len == strlen(c_str),length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_from_c_str,D_claude,buf.capacity == buf.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_from_c_str,D_claude,strlen(c_str) == 0,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_from_c_str,D_claude,buf.len == 0,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_init_copy,D_claude,aws_byte_buf_is_valid(dest),validity_predicate,,never_generated,,SUCCESS,
aws_byte_buf_init_copy,D_claude,aws_byte_buf_has_allocator(dest),frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_init_copy_from_cursor,D_claude,aws_byte_cursor_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_byte_buf_init_copy_from_cursor,D_claude,buf.len == cursor.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_init_copy_from_cursor,D_claude,buf.capacity == cursor.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_init_copy_from_cursor,D_claude,buf.allocator == allocator,frame_condition,,never_generated,,SUCCESS,
aws_byte_cursor_eq,D_claude,lhs.len == rhs.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_eq_byte_buf,D_claude,cur.len == buf.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_eq_c_str,D_claude,cur.len == str_len,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_array,D_claude,cur.len == length,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_buf,D_claude,cur.len == buf.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_c_str,D_claude,cur.len == strlen(c_str),length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_c_str,D_claude,cur.len == 0,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_string,D_claude,aws_string_is_valid(str),validity_predicate,,never_generated,,SUCCESS,
aws_byte_cursor_from_string,D_claude,cursor.len == str.len,length_invariant,,never_generated,,SUCCESS,
aws_byte_cursor_from_string,D_claude,cursor.ptr == str.bytes,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_back,D_claude,aws_linked_list_node_prev_is_valid(back),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_back,D_claude,aws_linked_list_node_next_is_valid(back),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_back,D_claude,back == old_last,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_begin,D_claude,rval == list.head.next,length_invariant,,never_generated,,SUCCESS,
aws_linked_list_end,D_claude,rval == &list.tail,length_invariant,,never_generated,,SUCCESS,
aws_linked_list_front,D_claude,aws_linked_list_node_prev_is_valid(front),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_front,D_claude,aws_linked_list_node_next_is_valid(front),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_front,D_claude,front == old_first,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_insert_after,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_after,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_after,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_after,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_after,D_claude,after.next == &to_add,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_before,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_before,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_before,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_before,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_insert_before,D_claude,before.prev == &to_add,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_next,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_next,D_claude,aws_linked_list_node_prev_is_valid(rval),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_next,D_claude,rval == &after,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_prev,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_prev,D_claude,aws_linked_list_node_next_is_valid(rval),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_prev,D_claude,rval == &before,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_rbegin,D_claude,rval == list.tail.prev,length_invariant,,never_generated,,SUCCESS,
aws_linked_list_rend,D_claude,rval == &list.head,length_invariant,,never_generated,,SUCCESS,
aws_linked_list_remove,D_claude,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_remove,D_claude,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_remove,D_claude,prev.next == &next,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_remove,D_claude,node.next == null,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_remove,D_claude,node.prev == null,validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_swap_contents,D_claude,old_b.tail.prev == old_b_head,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_swap_contents,D_claude,a.head.next == old_b.head.next,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_swap_contents,D_claude,a.tail.prev == old_b.tail.prev,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_swap_contents,D_claude,old_a.tail.prev == old_a_head,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_swap_contents,D_claude,b.head.next == old_a.head.next,frame_condition,,never_generated,,SUCCESS,
aws_nospec_mask,D_claude,(index >= bound),validity_predicate,,never_generated,,SUCCESS,
aws_nospec_mask,D_claude,rval == uintptr_max,validity_predicate,,never_generated,,SUCCESS,
aws_nospec_mask,D_claude,!((index >= bound),validity_predicate,,never_generated,,SUCCESS,
aws_ptr_eq,D_claude,rval == (p1 == p2),validity_predicate,,never_generated,,SUCCESS,
aws_ring_buffer_buf_belongs_to_pool,D_claude,is_member == result,validity_predicate,,never_generated,,FAIL,
aws_ring_buffer_buf_belongs_to_pool,D_claude,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,FAIL,
aws_ring_buffer_buf_belongs_to_pool,D_claude,ring_buf_old == ring_buf,validity_predicate,,never_generated,,FAIL,
aws_ring_buffer_buf_belongs_to_pool,D_claude,old_buf == buf,frame_condition,,never_generated,,FAIL,
aws_ring_buffer_clean_up,D_claude,aws_atomic_load_ptr(&ring_buf.head) == null,validity_predicate,,never_generated,,SUCCESS,
aws_ring_buffer_clean_up,D_claude,aws_atomic_load_ptr(&ring_buf.tail) == null,validity_predicate,,never_generated,,SUCCESS,
aws_ring_buffer_init,D_claude,aws_ring_buffer_is_valid(ring_buf),validity_predicate,,never_generated,,UNKNOWN,
aws_ring_buffer_init,D_claude,ring_buf.allocation_end - ring_buf.allocation == size,length_invariant,,never_generated,,UNKNOWN,
aws_ring_buffer_release,D_claude,aws_ring_buffer_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_ring_buffer_release,D_claude,ring_buf.allocator == ring_buf_old.allocator,frame_condition,,never_generated,,UNKNOWN,
aws_ring_buffer_release,D_claude,ring_buf.allocation == ring_buf_old.allocation,frame_condition,,never_generated,,UNKNOWN,
aws_ring_buffer_release,D_claude,new_head == old_head,frame_condition,,never_generated,,UNKNOWN,
aws_ring_buffer_release,D_claude,new_tail == old_buf.buffer + old_buf.capacity,frame_condition,,never_generated,,UNKNOWN,
aws_string_bytes,D_claude,aws_string_bytes(str) == str.bytes,validity_predicate,,never_generated,,SUCCESS,
aws_string_destroy_secure,D_claude,old_str.bytes[i] == 0,frame_condition,,never_generated,,SUCCESS,
aws_string_eq,D_claude,str_a.len == str_b.len,length_invariant,,never_generated,,SUCCESS,
aws_string_eq,D_claude,aws_string_is_valid(str_a),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq,D_claude,aws_string_is_valid(str_b),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq_byte_buf,D_claude,str.len == buf.len,length_invariant,,never_generated,,SUCCESS,
aws_string_eq_byte_buf,D_claude,aws_string_is_valid(str),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq_byte_buf,D_claude,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq_byte_cursor,D_claude,str.len == cursor.len,length_invariant,,never_generated,,SUCCESS,
aws_string_eq_byte_cursor,D_claude,aws_byte_cursor_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq_c_str,D_claude,aws_c_string_is_valid(c_str),validity_predicate,,never_generated,,SUCCESS,
aws_string_eq_c_str,D_claude,str.len == strlen(c_str),length_invariant,,never_generated,,SUCCESS,
aws_string_new_from_c_str,D_claude,str.len <= max_string_len,length_invariant,,never_generated,,SUCCESS,
aws_string_new_from_c_str,D_claude,str.bytes[str.len] == 0,length_invariant,,never_generated,,SUCCESS,
aws_string_new_from_c_str,D_claude,aws_string_is_valid(str),validity_predicate,,never_generated,,SUCCESS,
aws_string_new_from_c_str,D_claude,aws_c_string_is_valid(c_str),validity_predicate,,never_generated,,SUCCESS,
aws_ring_buffer_acquire,D_claude,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,FAIL,
aws_ring_buffer_acquire,D_claude,buf.capacity == requested_size,length_invariant,,never_generated,,FAIL,
aws_ring_buffer_acquire,D_claude,"aws_mem_is_writable(buf.buffer, buf.capacity)",frame_condition,,never_generated,,FAIL,
aws_ring_buffer_acquire,D_claude,buf.len == 0,length_invariant,,never_generated,,FAIL,
aws_ring_buffer_acquire,D_claude,"aws_ring_buffer_buf_belongs_to_pool(&ring_buf, &buf)",validity_predicate,,never_generated,,FAIL,
aws_add_size_checked,H_llama3370binstruct,(b > 0) && (a > (uint64_max - b)),validity_predicate,,never_generated,,SUCCESS,
aws_add_size_checked,H_llama3370binstruct,(b > 0) && (a > (uint32_max - b)),validity_predicate,,never_generated,,SUCCESS,
aws_byte_buf_init,H_llama3370binstruct,buf.allocator == allocator,frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_init,H_llama3370binstruct,buf.capacity == capacity,length_invariant,,never_generated,,SUCCESS,
aws_array_list_back,H_llama3370binstruct,list.data != null,validity_predicate,,never_generated,,SUCCESS,
aws_array_list_back,H_llama3370binstruct,list.length != 0,length_invariant,,never_generated,,SUCCESS,
aws_byte_buf_append,H_llama3370binstruct,old_to.len == to.len,frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_append,H_llama3370binstruct,old_to.allocator == to.allocator,frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_append,H_llama3370binstruct,old_to.capacity == to.capacity,frame_condition,,never_generated,,SUCCESS,
aws_byte_buf_append,H_llama3370binstruct,old_from.len == from.len,frame_condition,,never_generated,,SUCCESS,
aws_linked_list_push_back,H_llama3370binstruct,aws_linked_list_node_prev_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_push_back,H_llama3370binstruct,aws_linked_list_node_next_is_valid(&_arg_),validity_predicate,,never_generated,,SUCCESS,
aws_linked_list_push_back,H_llama3370binstruct,list.tail.prev == &to_add,length_invariant,,never_generated,,SUCCESS,
aws_linked_list_push_back,H_llama3370binstruct,to_add.prev == old_last,frame_condition,,never_generated,,SUCCESS,
aws_add_size_saturating,H_llama3370binstruct,r == uint64_max,validity_predicate,,never_generated,,SUCCESS,
aws_add_size_saturating,H_llama3370binstruct,r == a + b,validity_predicate,,never_generated,,SUCCESS,
aws_add_size_saturating,H_llama3370binstruct,r == uint32_max,validity_predicate,,never_generated,,SUCCESS,
aws_add_size_saturating,H_llama3370binstruct,r == a + b,validity_predicate,,never_generated,,SUCCESS,
aws_mul_size_checked,H_llama3370binstruct,r == a * b,validity_predicate,,never_generated,,SUCCESS,
aws_mul_size_checked,H_llama3370binstruct,"__cprover_overflow_mult(a, b)",validity_predicate,,never_generated,,SUCCESS,
aws_mul_size_checked,H_llama3370binstruct,r == a * b,validity_predicate,,never_generated,,SUCCESS,
aws_mul_size_checked,H_llama3370binstruct,"__cprover_overflow_mult(a, b)",validity_predicate,,never_generated,,SUCCESS,
aws_mul_size_saturating,H_llama3370binstruct,r == uint64_max,validity_predicate,,never_generated,,FAIL,
aws_mul_size_saturating,H_llama3370binstruct,r == a * b,validity_predicate,,deleted_sacrifice,,FAIL,
aws_mul_size_saturating,H_llama3370binstruct,r == uint32_max,validity_predicate,,never_generated,,FAIL,
aws_mul_size_saturating,H_llama3370binstruct,r == a * b,validity_predicate,,deleted_sacrifice,,FAIL,
aws_is_power_of_two,H_llama3370binstruct,rval == (popcount == 1),length_invariant,,never_generated,,SUCCESS,
aws_round_up_to_power_of_two,H_llama3370binstruct,popcount == 1,length_invariant,,never_generated,,FAIL,
aws_round_up_to_power_of_two,H_llama3370binstruct,test_val <= result,validity_predicate,,never_generated,,FAIL,
aws_round_up_to_power_of_two,H_llama3370binstruct,test_val >= result >> 1,validity_predicate,,never_generated,,FAIL,
aws_round_up_to_power_of_two,H_llama3370binstruct,test_val > ((size_max >> 1) + 1),validity_predicate,,never_generated,,FAIL,
aws_byte_buf_secure_zero,H_llama3370binstruct,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_byte_buf_secure_zero,H_llama3370binstruct,buf.len == 0,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_reset,H_llama3370binstruct,buf.len == 0,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_reset,H_llama3370binstruct,buf.allocator == old.allocator,frame_condition,,never_generated,,UNKNOWN,
aws_byte_buf_reset,H_llama3370binstruct,buf.buffer == old.buffer,frame_condition,,never_generated,,UNKNOWN,
aws_byte_buf_reset,H_llama3370binstruct,buf.capacity == old.capacity,frame_condition,,never_generated,,UNKNOWN,
aws_byte_buf_from_array,H_llama3370binstruct,input array [bytes] must be writable up to [len] bytes.,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_from_array,H_llama3370binstruct,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_byte_buf_from_array,H_llama3370binstruct,buf.len == length,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_from_array,H_llama3370binstruct,buf.capacity == length,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_from_array,H_llama3370binstruct,buf.allocator == null,frame_condition,,never_generated,,UNKNOWN,
aws_byte_buf_from_empty_array,H_llama3370binstruct,input array [bytes] must be writable up to [capacity] bytes.,validity_predicate,,never_generated,,UNKNOWN,
aws_byte_buf_from_empty_array,H_llama3370binstruct,aws_byte_buf_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_byte_buf_from_empty_array,H_llama3370binstruct,buf.len == 0,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_from_empty_array,H_llama3370binstruct,buf.capacity == capacity,length_invariant,,never_generated,,UNKNOWN,
aws_byte_buf_from_empty_array,H_llama3370binstruct,buf.allocator == null,frame_condition,,never_generated,,UNKNOWN,
aws_byte_buf_eq,H_llama3370binstruct,lhs.len == rhs.len,length_invariant,,never_generated,,FAIL,
aws_byte_cursor_advance,H_llama3370binstruct,aws_byte_cursor_is_valid(&_arg_),validity_predicate,,never_generated,,UNKNOWN,
aws_byte_cursor_advance,H_llama3370binstruct,rv.ptr == null,validity_predicate,,never_generated,,UNKNOWN,
aws_byte_cursor_advance,H_llama3370binstruct,rv.len == 0,length_invariant,,never_generated,,UNKNOWN,
aws_byte_cursor_advance,H_llama3370binstruct,rv.ptr == old.ptr,frame_condition,,never_generated,,UNKNOWN,
aws_byte_cursor_advance,H_llama3370binstruct,rv.len == len,length_invariant,,never_generated,,UNKNOWN,
aws_array_list_capacity,H_llama3370binstruct,capacity == list.current_size / list.item_size,length_invariant,,never_generated,,SUCCESS,
aws_array_list_front,H_llama3370binstruct,"aws_bytes_eq(val, list.data, list.item_size)",length_invariant,,never_generated,,UNKNOWN,
aws_array_list_front,H_llama3370binstruct,list.data,validity_predicate,,never_generated,,UNKNOWN,
aws_array_list_front,H_llama3370binstruct,list.length,length_invariant,,deleted_sacrifice,,UNKNOWN,
